i	rgb	r	g	b	maxRGB	minRGB	c	h	theta
68	104,99,87	0.40784313725490196	0.38823529411764707	0.3411764705882353	0.40784313725490196	0.3411764705882353	0.06666666666666665	42.352941176470594	0.7391982714328926
69	22,21,19	0.08627450980392157	0.08235294117647059	0.07450980392156863	0.08627450980392157	0.07450980392156863	0.011764705882352941	40.0	0.6981317007977318
70	34,29,23	0.13333333333333333	0.11372549019607843	0.09019607843137255	0.13333333333333333	0.09019607843137255	0.043137254901960784	32.72727272727273	0.5711986642890533
71	60,54,47	0.23529411764705882	0.21176470588235294	0.1843137254901961	0.23529411764705882	0.1843137254901961	0.05098039215686273	32.3076923076923	0.5638756044904756
72	89,90,84	0.34901960784313724	0.35294117647058826	0.32941176470588235	0.35294117647058826	0.32941176470588235	0.02352941176470591	70.0000000000001	1.2217304763960324
73	71,72,69	0.2784313725490196	0.2823529411764706	0.27058823529411763	0.2823529411764706	0.27058823529411763	0.011764705882352955	79.9999999999999	1.3962634015954618
74	56,60,60	0.2196078431372549	0.23529411764705882	0.23529411764705882	0.23529411764705882	0.2196078431372549	0.01568627450980392	180.0	3.141592653589793
75	79,80,76	0.30980392156862746	0.3137254901960784	0.2980392156862745	0.3137254901960784	0.2980392156862745	0.01568627450980392	74.99999999999994	1.308996938995746
76	61,65,65	0.23921568627450981	0.2549019607843137	0.2549019607843137	0.2549019607843137	0.23921568627450981	0.015686274509803894	180.0	3.141592653589793
77	43,50,54	0.16862745098039217	0.19607843137254902	0.21176470588235294	0.21176470588235294	0.16862745098039217	0.04313725490196077	201.8181818181818	3.5223917631158286
78	92,93,88	0.3607843137254902	0.36470588235294116	0.34509803921568627	0.36470588235294116	0.34509803921568627	0.019607843137254888	71.99999999999996	1.2566370614359166
79	116,116,109	0.4549019607843137	0.4549019607843137	0.42745098039215684	0.4549019607843137	0.42745098039215684	0.027450980392156876	60.0	1.0471975511965976
80	93,92,82	0.36470588235294116	0.3607843137254902	0.3215686274509804	0.36470588235294116	0.3215686274509804	0.04313725490196074	54.545454545454554	0.951997773815089
81	91,88,79	0.3568627450980392	0.34509803921568627	0.30980392156862746	0.3568627450980392	0.30980392156862746	0.047058823529411764	44.99999999999998	0.785398163397448
82	147,142,122	0.5764705882352941	0.5568627450980392	0.47843137254901963	0.5764705882352941	0.47843137254901963	0.09803921568627444	48.000000000000036	0.8377580409572788
83	40,35,31	0.1568627450980392	0.13725490196078433	0.12156862745098039	0.1568627450980392	0.12156862745098039	0.03529411764705882	26.666666666666693	0.465421133865155
84	47,57,59	0.1843137254901961	0.2235294117647059	0.23137254901960785	0.23137254901960785	0.1843137254901961	0.047058823529411764	190.0	3.3161255787892263
85	67,64,68	0.2627450980392157	0.25098039215686274	0.26666666666666666	0.26666666666666666	0.25098039215686274	0.01568627450980392	285.00000000000006	4.974188368183841
86	56,51,45	0.2196078431372549	0.2	0.17647058823529413	0.2196078431372549	0.17647058823529413	0.04313725490196077	32.72727272727274	0.5711986642890535
87	65,70,66	0.2549019607843137	0.27450980392156865	0.25882352941176473	0.27450980392156865	0.2549019607843137	0.019607843137254943	132.00000000000009	2.3038346126325164
88	43,40,42	0.16862745098039217	0.1568627450980392	0.16470588235294117	0.16862745098039217	0.1568627450980392	0.011764705882352955	320.00000000000006	5.585053606381855
89	43,36,37	0.16862745098039217	0.1411764705882353	0.1450980392156863	0.16862745098039217	0.1411764705882353	0.027450980392156876	351.4285714285714	6.133585657008643
90	41,33,30	0.1607843137254902	0.12941176470588237	0.11764705882352941	0.1607843137254902	0.11764705882352941	0.0431372549019608	16.363636363636378	0.2855993321445269
91	33,31,32	0.12941176470588237	0.12156862745098039	0.12549019607843137	0.12941176470588237	0.12156862745098039	0.007843137254901975	330.00000000000006	5.759586531581289
92	32,25,24	0.12549019607843137	0.09803921568627451	0.09411764705882353	0.12549019607843137	0.09411764705882353	0.03137254901960784	7.5	0.1308996938995747
93	29,25,25	0.11372549019607843	0.09803921568627451	0.09803921568627451	0.11372549019607843	0.09803921568627451	0.01568627450980392	0.0	0.0
94	38,31,31	0.14901960784313725	0.12156862745098039	0.12156862745098039	0.14901960784313725	0.12156862745098039	0.027450980392156862	0.0	0.0
95	41,35,35	0.1607843137254902	0.13725490196078433	0.13725490196078433	0.1607843137254902	0.13725490196078433	0.023529411764705882	0.0	0.0
96	37,32,30	0.1450980392156863	0.12549019607843137	0.11764705882352941	0.1450980392156863	0.11764705882352941	0.027450980392156876	17.142857142857135	0.2991993003418849
97	43,38,36	0.16862745098039217	0.14901960784313725	0.1411764705882353	0.16862745098039217	0.1411764705882353	0.027450980392156876	17.142857142857135	0.2991993003418849
98	38,32,30	0.14901960784313725	0.12549019607843137	0.11764705882352941	0.14901960784313725	0.11764705882352941	0.03137254901960784	15.0	0.2617993877991494
99	40,35,38	0.1568627450980392	0.13725490196078433	0.14901960784313725	0.1568627450980392	0.13725490196078433	0.019607843137254888	324.0	5.654866776461628
100	36,32,31	0.1411764705882353	0.12549019607843137	0.12156862745098039	0.1411764705882353	0.12156862745098039	0.0196078431372549	12.0	0.20943951023931956
101	38,32,32	0.14901960784313725	0.12549019607843137	0.12549019607843137	0.14901960784313725	0.12549019607843137	0.023529411764705882	0.0	0.0
102	16,23,20	0.06274509803921569	0.09019607843137255	0.0784313725490196	0.09019607843137255	0.06274509803921569	0.027450980392156862	154.28571428571428	2.6927937030769655
103	13,26,26	0.050980392156862744	0.10196078431372549	0.10196078431372549	0.10196078431372549	0.050980392156862744	0.050980392156862744	180.0	3.141592653589793
104	7,6,6	0.027450980392156862	0.023529411764705882	0.023529411764705882	0.027450980392156862	0.023529411764705882	0.00392156862745098	0.0	0.0
105	44,45,42	0.17254901960784313	0.17647058823529413	0.16470588235294117	0.17647058823529413	0.16470588235294117	0.011764705882352955	80.00000000000004	1.3962634015954645
106	39,30,27	0.15294117647058825	0.11764705882352941	0.10588235294117647	0.15294117647058825	0.10588235294117647	0.04705882352941178	14.999999999999995	0.26179938779914935
107	66,56,54	0.25882352941176473	0.2196078431372549	0.21176470588235294	0.25882352941176473	0.21176470588235294	0.04705882352941179	9.999999999999995	0.17453292519943286
108	34,27,21	0.13333333333333333	0.10588235294117647	0.08235294117647059	0.13333333333333333	0.08235294117647059	0.050980392156862744	27.692307692307693	0.48332194670612205
109	31,23,18	0.12156862745098039	0.09019607843137255	0.07058823529411765	0.12156862745098039	0.07058823529411765	0.050980392156862744	23.076923076923077	0.40276828892176836
110	36,32,25	0.1411764705882353	0.12549019607843137	0.09803921568627451	0.1411764705882353	0.09803921568627451	0.043137254901960784	38.18181818181818	0.6663984416705622
111	51,43,42	0.2	0.16862745098039217	0.16470588235294117	0.2	0.16470588235294117	0.03529411764705884	6.666666666666688	0.11635528346628901
112	21,17,13	0.08235294117647059	0.06666666666666667	0.050980392156862744	0.08235294117647059	0.050980392156862744	0.03137254901960784	30.0	0.5235987755982988
113	60,56,53	0.23529411764705882	0.2196078431372549	0.20784313725490197	0.23529411764705882	0.20784313725490197	0.02745098039215685	25.714285714285698	0.4487989505128273
114	49,37,32	0.19215686274509805	0.1450980392156863	0.12549019607843137	0.19215686274509805	0.12549019607843137	0.06666666666666668	17.64705882352942	0.30799927976370534
115	62,45,33	0.24313725490196078	0.17647058823529413	0.12941176470588237	0.24313725490196078	0.12941176470588237	0.11372549019607842	24.827586206896555	0.433323124633075
116	50,37,27	0.19607843137254902	0.1450980392156863	0.10588235294117647	0.19607843137254902	0.10588235294117647	0.09019607843137255	26.08695652173914	0.4553032831289557
117	46,34,25	0.1803921568627451	0.13333333333333333	0.09803921568627451	0.1803921568627451	0.09803921568627451	0.08235294117647059	25.71428571428571	0.44879895051282753
118	40,29,22	0.1568627450980392	0.11372549019607843	0.08627450980392157	0.1568627450980392	0.08627450980392157	0.07058823529411765	23.333333333333332	0.4072434921320102
119	45,48,57	0.17647058823529413	0.18823529411764706	0.2235294117647059	0.2235294117647059	0.17647058823529413	0.047058823529411764	225.00000000000003	3.926990816987242
120	33,26,27	0.12941176470588237	0.10196078431372549	0.10588235294117647	0.12941176470588237	0.10196078431372549	0.027450980392156876	351.42857142857144	6.133585657008644
121	27,25,26	0.10588235294117647	0.09803921568627451	0.10196078431372549	0.10588235294117647	0.09803921568627451	0.00784313725490196	330.0	5.759586531581287
122	28,26,27	0.10980392156862745	0.10196078431372549	0.10588235294117647	0.10980392156862745	0.10196078431372549	0.00784313725490196	330.0	5.759586531581287
123	45,40,41	0.17647058823529413	0.1568627450980392	0.1607843137254902	0.17647058823529413	0.1568627450980392	0.019607843137254916	348.0	6.073745796940266
124	29,26,27	0.11372549019607843	0.10196078431372549	0.10588235294117647	0.11372549019607843	0.10196078431372549	0.011764705882352941	340.0	5.934119456780721
125	47,54,59	0.1843137254901961	0.21176470588235294	0.23137254901960785	0.23137254901960785	0.1843137254901961	0.047058823529411764	205.00000000000003	3.577924966588376
126	47,39,33	0.1843137254901961	0.15294117647058825	0.12941176470588237	0.1843137254901961	0.12941176470588237	0.054901960784313725	25.71428571428571	0.44879895051282753
127	41,31,25	0.1607843137254902	0.12156862745098039	0.09803921568627451	0.1607843137254902	0.09803921568627451	0.0627450980392157	22.499999999999996	0.3926990816987241
128	74,67,58	0.2901960784313726	0.2627450980392157	0.22745098039215686	0.2901960784313726	0.22745098039215686	0.06274509803921571	33.75	0.5890486225480862
129	72,63,56	0.2823529411764706	0.24705882352941178	0.2196078431372549	0.2823529411764706	0.2196078431372549	0.06274509803921569	26.250000000000014	0.45814892864851176
130	54,58,58	0.21176470588235294	0.22745098039215686	0.22745098039215686	0.22745098039215686	0.21176470588235294	0.01568627450980392	180.0	3.141592653589793
131	51,56,56	0.2	0.2196078431372549	0.2196078431372549	0.2196078431372549	0.2	0.019607843137254888	180.0	3.141592653589793
132	60,54,66	0.23529411764705882	0.21176470588235294	0.25882352941176473	0.25882352941176473	0.21176470588235294	0.04705882352941179	270.0	4.71238898038469
133	112,98,91	0.4392156862745098	0.3843137254901961	0.3568627450980392	0.4392156862745098	0.3568627450980392	0.08235294117647057	20.00000000000001	0.3490658503988661
134	30,23,19	0.11764705882352941	0.09019607843137255	0.07450980392156863	0.11764705882352941	0.07450980392156863	0.043137254901960784	21.81818181818182	0.3807991095260356
135	57,42,37	0.2235294117647059	0.16470588235294117	0.1450980392156863	0.2235294117647059	0.1450980392156863	0.0784313725490196	14.99999999999999	0.26179938779914924
136	89,71,56	0.34901960784313724	0.2784313725490196	0.2196078431372549	0.34901960784313724	0.2196078431372549	0.12941176470588234	27.27272727272728	0.47599888690754455
137	91,74,65	0.3568627450980392	0.2901960784313726	0.2549019607843137	0.3568627450980392	0.2549019607843137	0.10196078431372552	20.769230769230788	0.36249146002959187
138	49,42,33	0.19215686274509805	0.16470588235294117	0.12941176470588237	0.19215686274509805	0.12941176470588237	0.06274509803921569	33.749999999999986	0.589048622548086
139	75,61,48	0.29411764705882354	0.23921568627450981	0.18823529411764706	0.29411764705882354	0.18823529411764706	0.10588235294117648	28.888888888888893	0.5042062283539175
140	73,52,34	0.28627450980392155	0.20392156862745098	0.13333333333333333	0.28627450980392155	0.13333333333333333	0.15294117647058822	27.692307692307693	0.48332194670612205
141	67,47,25	0.2627450980392157	0.1843137254901961	0.09803921568627451	0.2627450980392157	0.09803921568627451	0.1647058823529412	31.42857142857143	0.5485320506267893
142	64,46,28	0.25098039215686274	0.1803921568627451	0.10980392156862745	0.25098039215686274	0.10980392156862745	0.1411764705882353	30.0	0.5235987755982988
143	36,31,26	0.1411764705882353	0.12156862745098039	0.10196078431372549	0.1411764705882353	0.10196078431372549	0.0392156862745098	30.0	0.5235987755982988
144	35,25,16	0.13725490196078433	0.09803921568627451	0.06274509803921569	0.13725490196078433	0.06274509803921569	0.07450980392156864	28.42105263157894	0.49604094530365145
145	46,35,27	0.1803921568627451	0.13725490196078433	0.10588235294117647	0.1803921568627451	0.10588235294117647	0.07450980392156863	25.263157894736853	0.44092528471435716
146	38,29,22	0.14901960784313725	0.11372549019607843	0.08627450980392157	0.14901960784313725	0.08627450980392157	0.06274509803921569	26.25	0.45814892864851153
147	38,29,21	0.14901960784313725	0.11372549019607843	0.08235294117647059	0.14901960784313725	0.08235294117647059	0.06666666666666667	28.235294117647058	0.4927988476219283
148	39,30,22	0.15294117647058825	0.11764705882352941	0.08627450980392157	0.15294117647058825	0.08627450980392157	0.06666666666666668	28.23529411764705	0.4927988476219282
149	102,63,33	0.4	0.24705882352941178	0.12941176470588237	0.4	0.12941176470588237	0.2705882352941177	26.086956521739125	0.45530328312895546
150	61,40,26	0.23921568627450981	0.1568627450980392	0.10196078431372549	0.23921568627450981	0.10196078431372549	0.13725490196078433	23.999999999999996	0.418879020478639
151	55,38,26	0.21568627450980393	0.14901960784313725	0.10196078431372549	0.21568627450980393	0.10196078431372549	0.11372549019607844	24.827586206896548	0.4333231246330749
152	56,38,29	0.2196078431372549	0.14901960784313725	0.11372549019607843	0.2196078431372549	0.11372549019607843	0.10588235294117647	20.0	0.3490658503988659
153	65,41,30	0.2549019607843137	0.1607843137254902	0.11764705882352941	0.2549019607843137	0.11764705882352941	0.1372549019607843	18.85714285714287	0.32911923037607377
154	75,51,33	0.29411764705882354	0.2	0.12941176470588237	0.29411764705882354	0.12941176470588237	0.16470588235294117	25.71428571428571	0.44879895051282753
155	63,49,39	0.24705882352941178	0.19215686274509805	0.15294117647058825	0.24705882352941178	0.15294117647058825	0.09411764705882353	25.0	0.4363323129985824
156	66,56,45	0.25882352941176473	0.2196078431372549	0.17647058823529413	0.25882352941176473	0.17647058823529413	0.0823529411764706	31.42857142857141	0.548532050626789
157	61,47,37	0.23921568627450981	0.1843137254901961	0.1450980392156863	0.23921568627450981	0.1450980392156863	0.09411764705882353	25.0	0.4363323129985824
158	75,58,41	0.29411764705882354	0.22745098039215686	0.1607843137254902	0.29411764705882354	0.1607843137254902	0.13333333333333333	29.999999999999993	0.5235987755982987
159	50,36,30	0.19607843137254902	0.1411764705882353	0.11764705882352941	0.19607843137254902	0.11764705882352941	0.0784313725490196	18.0	0.3141592653589793
160	29,21,15	0.11372549019607843	0.08235294117647059	0.058823529411764705	0.11372549019607843	0.058823529411764705	0.054901960784313725	25.71428571428571	0.44879895051282753
161	55,55,46	0.21568627450980393	0.21568627450980393	0.1803921568627451	0.21568627450980393	0.1803921568627451	0.03529411764705884	60.0	1.0471975511965976
162	106,97,77	0.41568627450980394	0.3803921568627451	0.30196078431372547	0.41568627450980394	0.30196078431372547	0.11372549019607847	41.379310344827566	0.7222052077217912
163	94,75,59	0.3686274509803922	0.29411764705882354	0.23137254901960785	0.3686274509803922	0.23137254901960785	0.13725490196078433	27.428571428571423	0.478718880547016
164	89,75,59	0.34901960784313724	0.29411764705882354	0.23137254901960785	0.34901960784313724	0.23137254901960785	0.11764705882352938	32.00000000000001	0.5585053606381856
165	123,105,85	0.4823529411764706	0.4117647058823529	0.3333333333333333	0.4823529411764706	0.3333333333333333	0.14901960784313728	31.578947368421044	0.551156605892946
166	110,98,79	0.43137254901960786	0.3843137254901961	0.30980392156862746	0.43137254901960786	0.30980392156862746	0.1215686274509804	36.774193548387096	0.6418307571850115
167	98,85,66	0.3843137254901961	0.3333333333333333	0.25882352941176473	0.3843137254901961	0.25882352941176473	0.12549019607843137	35.62499999999998	0.6217735460229795
168	81,68,54	0.3176470588235294	0.26666666666666666	0.21176470588235294	0.3176470588235294	0.21176470588235294	0.10588235294117646	31.111111111111114	0.5429913228426804
169	50,45,42	0.19607843137254902	0.17647058823529413	0.16470588235294117	0.19607843137254902	0.16470588235294117	0.03137254901960784	22.50000000000003	0.39269908169872464
170	101,83,64	0.396078431372549	0.3254901960784314	0.25098039215686274	0.396078431372549	0.25098039215686274	0.14509803921568626	30.81081081081082	0.5377500938577126
171	61,42,27	0.23921568627450981	0.16470588235294117	0.10588235294117647	0.23921568627450981	0.10588235294117647	0.13333333333333336	26.470588235294112	0.4619989196455577
172	82,70,56	0.3215686274509804	0.27450980392156865	0.2196078431372549	0.3215686274509804	0.2196078431372549	0.10196078431372552	32.307692307692314	0.5638756044904758
173	64,46,31	0.25098039215686274	0.1803921568627451	0.12156862745098039	0.25098039215686274	0.12156862745098039	0.12941176470588234	27.272727272727273	0.47599888690754444
174	87,73,59	0.3411764705882353	0.28627450980392155	0.23137254901960785	0.3411764705882353	0.23137254901960785	0.10980392156862745	29.999999999999982	0.5235987755982986
175	70,52,34	0.27450980392156865	0.20392156862745098	0.13333333333333333	0.27450980392156865	0.13333333333333333	0.14117647058823532	29.999999999999993	0.5235987755982987
176	76,57,38	0.2980392156862745	0.2235294117647059	0.14901960784313725	0.2980392156862745	0.14901960784313725	0.14901960784313725	30.000000000000007	0.523598775598299
177	105,87,69	0.4117647058823529	0.3411764705882353	0.27058823529411763	0.4117647058823529	0.27058823529411763	0.1411764705882353	30.000000000000014	0.5235987755982991
178	95,78,57	0.37254901960784315	0.3058823529411765	0.2235294117647059	0.37254901960784315	0.2235294117647059	0.14901960784313725	33.15789473684211	0.5787144361875936
179	92,90,87	0.3607843137254902	0.35294117647058826	0.3411764705882353	0.3607843137254902	0.3411764705882353	0.019607843137254888	36.000000000000064	0.6283185307179597
180	143,121,95	0.5607843137254902	0.4745098039215686	0.37254901960784315	0.5607843137254902	0.37254901960784315	0.18823529411764706	32.49999999999999	0.567232006898157
181	98,78,61	0.3843137254901961	0.3058823529411765	0.23921568627450981	0.3843137254901961	0.23921568627450981	0.1450980392156863	27.56756756756757	0.48114482082005844
182	86,68,54	0.33725490196078434	0.26666666666666666	0.21176470588235294	0.33725490196078434	0.21176470588235294	0.1254901960784314	26.249999999999993	0.45814892864851137
183	84,76,66	0.32941176470588235	0.2980392156862745	0.25882352941176473	0.32941176470588235	0.25882352941176473	0.07058823529411762	33.33333333333332	0.581776417331443
