i	rgb	r	g	b	maxRGB	minRGB	c	h	theta
67	32,54,61	0.12549019607843137	0.21176470588235294	0.23921568627450981	0.23921568627450981	0.12549019607843137	0.11372549019607844	194.48275862068965	3.39436447629242
68	65,75,76	0.2549019607843137	0.29411764705882354	0.2980392156862745	0.2980392156862745	0.2549019607843137	0.0431372549019608	185.45454545454544	3.2367924309713016
69	80,84,80	0.3137254901960784	0.32941176470588235	0.3137254901960784	0.32941176470588235	0.3137254901960784	0.01568627450980392	120.0	2.0943951023931953
70	67,79,74	0.2627450980392157	0.30980392156862746	0.2901960784313726	0.30980392156862746	0.2627450980392157	0.047058823529411764	155.0	2.705260340591211
71	64,72,70	0.25098039215686274	0.2823529411764706	0.27450980392156865	0.2823529411764706	0.25098039215686274	0.03137254901960784	165.00000000000006	2.879793265790645
72	64,72,70	0.25098039215686274	0.2823529411764706	0.27450980392156865	0.2823529411764706	0.25098039215686274	0.03137254901960784	165.00000000000006	2.879793265790645
73	68,74,73	0.26666666666666666	0.2901960784313726	0.28627450980392155	0.2901960784313726	0.26666666666666666	0.02352941176470591	169.99999999999991	2.9670597283903586
74	61,67,65	0.23921568627450981	0.2627450980392157	0.2549019607843137	0.2627450980392157	0.23921568627450981	0.023529411764705882	159.99999999999994	2.7925268031909263
75	66,70,68	0.25882352941176473	0.27450980392156865	0.26666666666666666	0.27450980392156865	0.25882352941176473	0.01568627450980392	149.9999999999999	2.617993877991492
76	62,68,65	0.24313725490196078	0.26666666666666666	0.2549019607843137	0.26666666666666666	0.24313725490196078	0.023529411764705882	149.99999999999997	2.617993877991494
77	66,69,65	0.25882352941176473	0.27058823529411763	0.2549019607843137	0.27058823529411763	0.2549019607843137	0.01568627450980392	104.99999999999984	1.8325957145940432
78	82,84,81	0.3215686274509804	0.32941176470588235	0.3176470588235294	0.32941176470588235	0.3176470588235294	0.011764705882352955	99.9999999999998	1.745329251994326
79	67,87,84	0.2627450980392157	0.3411764705882353	0.32941176470588235	0.3411764705882353	0.2627450980392157	0.0784313725490196	170.99999999999997	2.984513020910303
80	71,90,83	0.2784313725490196	0.35294117647058826	0.3254901960784314	0.35294117647058826	0.2784313725490196	0.07450980392156864	157.89473684210526	2.7557830294647307
81	65,88,84	0.2549019607843137	0.34509803921568627	0.32941176470588235	0.34509803921568627	0.2549019607843137	0.09019607843137256	169.56521739130434	2.9594713403382107
82	67,86,79	0.2627450980392157	0.33725490196078434	0.30980392156862746	0.33725490196078434	0.2627450980392157	0.07450980392156864	157.89473684210526	2.7557830294647307
83	68,85,79	0.26666666666666666	0.3333333333333333	0.30980392156862746	0.3333333333333333	0.26666666666666666	0.06666666666666665	158.82352941176472	2.7719935178733475
84	84,96,87	0.32941176470588235	0.3764705882352941	0.3411764705882353	0.3764705882352941	0.32941176470588235	0.047058823529411764	135.00000000000003	2.3561944901923453
85	27,34,31	0.10588235294117647	0.13333333333333333	0.12156862745098039	0.13333333333333333	0.10588235294117647	0.027450980392156862	154.28571428571428	2.6927937030769655
86	54,63,52	0.21176470588235294	0.24705882352941178	0.20392156862745098	0.24705882352941178	0.20392156862745098	0.0431372549019608	109.0909090909091	1.9039955476301778
87	86,83,68	0.33725490196078434	0.3254901960784314	0.26666666666666666	0.33725490196078434	0.26666666666666666	0.07058823529411767	49.999999999999986	0.8726646259971645
88	72,73,60	0.2823529411764706	0.28627450980392155	0.23529411764705882	0.28627450980392155	0.23529411764705882	0.05098039215686273	64.6153846153846	1.1277512089809512
89	15,16,14	0.058823529411764705	0.06274509803921569	0.054901960784313725	0.06274509803921569	0.054901960784313725	0.00784313725490196	90.0	1.5707963267948966
90	20,21,19	0.0784313725490196	0.08235294117647059	0.07450980392156863	0.08235294117647059	0.07450980392156863	0.00784313725490196	90.0	1.5707963267948966
91	14,16,15	0.054901960784313725	0.06274509803921569	0.058823529411764705	0.06274509803921569	0.054901960784313725	0.00784313725490196	150.0	2.6179938779914944
92	15,19,17	0.058823529411764705	0.07450980392156863	0.06666666666666667	0.07450980392156863	0.058823529411764705	0.01568627450980392	150.0	2.6179938779914944
93	16,19,19	0.06274509803921569	0.07450980392156863	0.07450980392156863	0.07450980392156863	0.06274509803921569	0.011764705882352941	180.0	3.141592653589793
94	17,19,19	0.06666666666666667	0.07450980392156863	0.07450980392156863	0.07450980392156863	0.06666666666666667	0.00784313725490196	180.0	3.141592653589793
95	18,16,15	0.07058823529411765	0.06274509803921569	0.058823529411764705	0.07058823529411765	0.058823529411764705	0.011764705882352941	20.0	0.3490658503988659
96	27,22,21	0.10588235294117647	0.08627450980392157	0.08235294117647059	0.10588235294117647	0.08235294117647059	0.023529411764705882	10.0	0.17453292519943295
97	44,50,43	0.17254901960784313	0.19607843137254902	0.16862745098039217	0.19607843137254902	0.16862745098039217	0.02745098039215685	111.42857142857146	1.9447954522222535
98	26,25,26	0.10196078431372549	0.09803921568627451	0.10196078431372549	0.10196078431372549	0.09803921568627451	0.00392156862745098	300.0	5.235987755982989
99	25,26,23	0.09803921568627451	0.10196078431372549	0.09019607843137255	0.10196078431372549	0.09019607843137255	0.011764705882352941	80.00000000000001	1.3962634015954638
100	15,16,17	0.058823529411764705	0.06274509803921569	0.06666666666666667	0.06666666666666667	0.058823529411764705	0.00784313725490196	210.0	3.6651914291880923
101	27,29,25	0.10588235294117647	0.11372549019607843	0.09803921568627451	0.11372549019607843	0.09803921568627451	0.01568627450980392	90.0	1.5707963267948966
102	21,29,25	0.08235294117647059	0.11372549019607843	0.09803921568627451	0.11372549019607843	0.08235294117647059	0.03137254901960784	150.0	2.6179938779914944
103	22,25,23	0.08627450980392157	0.09803921568627451	0.09019607843137255	0.09803921568627451	0.08627450980392157	0.011764705882352941	140.0	2.443460952792061
104	23,24,21	0.09019607843137255	0.09411764705882353	0.08235294117647059	0.09411764705882353	0.08235294117647059	0.011764705882352941	80.00000000000001	1.3962634015954638
105	14,12,12	0.054901960784313725	0.047058823529411764	0.047058823529411764	0.054901960784313725	0.047058823529411764	0.00784313725490196	0.0	0.0
106	10,8,10	0.0392156862745098	0.03137254901960784	0.0392156862745098	0.0392156862745098	0.03137254901960784	0.00784313725490196	300.0	5.235987755982989
107	14,13,13	0.054901960784313725	0.050980392156862744	0.050980392156862744	0.054901960784313725	0.050980392156862744	0.00392156862745098	0.0	0.0
108	16,14,14	0.06274509803921569	0.054901960784313725	0.054901960784313725	0.06274509803921569	0.054901960784313725	0.00784313725490196	0.0	0.0
109	20,18,17	0.0784313725490196	0.07058823529411765	0.06666666666666667	0.0784313725490196	0.06666666666666667	0.011764705882352941	20.0	0.3490658503988659
110	21,19,18	0.08235294117647059	0.07450980392156863	0.07058823529411765	0.08235294117647059	0.07058823529411765	0.011764705882352941	20.0	0.3490658503988659
111	27,24,21	0.10588235294117647	0.09411764705882353	0.08235294117647059	0.10588235294117647	0.08235294117647059	0.023529411764705882	30.0	0.5235987755982988
112	30,27,23	0.11764705882352941	0.10588235294117647	0.09019607843137255	0.11764705882352941	0.09019607843137255	0.027450980392156862	34.285714285714285	0.5983986006837702
113	37,32,28	0.1450980392156863	0.12549019607843137	0.10980392156862745	0.1450980392156863	0.10980392156862745	0.03529411764705884	26.666666666666654	0.4654211338651543
114	28,24,22	0.10980392156862745	0.09411764705882353	0.08627450980392157	0.10980392156862745	0.08627450980392157	0.023529411764705882	20.0	0.3490658503988659
115	32,28,24	0.12549019607843137	0.10980392156862745	0.09411764705882353	0.12549019607843137	0.09411764705882353	0.03137254901960784	30.0	0.5235987755982988
116	29,25,23	0.11372549019607843	0.09803921568627451	0.09019607843137255	0.11372549019607843	0.09019607843137255	0.023529411764705882	20.0	0.3490658503988659
117	26,23,21	0.10196078431372549	0.09019607843137255	0.08235294117647059	0.10196078431372549	0.08235294117647059	0.0196078431372549	24.0	0.4188790204786391
118	25,21,20	0.09803921568627451	0.08235294117647059	0.0784313725490196	0.09803921568627451	0.0784313725490196	0.0196078431372549	12.0	0.20943951023931956
119	18,18,18	0.07058823529411765	0.07058823529411765	0.07058823529411765	0.07058823529411765	0.07058823529411765	0.0	0.0	0.0
120	24,21,19	0.09411764705882353	0.08235294117647059	0.07450980392156863	0.09411764705882353	0.07450980392156863	0.0196078431372549	24.0	0.4188790204786391
121	29,26,24	0.11372549019607843	0.10196078431372549	0.09411764705882353	0.11372549019607843	0.09411764705882353	0.0196078431372549	24.0	0.4188790204786391
122	28,24,22	0.10980392156862745	0.09411764705882353	0.08627450980392157	0.10980392156862745	0.08627450980392157	0.023529411764705882	20.0	0.3490658503988659
123	27,23,21	0.10588235294117647	0.09019607843137255	0.08235294117647059	0.10588235294117647	0.08235294117647059	0.023529411764705882	20.0	0.3490658503988659
124	27,23,21	0.10588235294117647	0.09019607843137255	0.08235294117647059	0.10588235294117647	0.08235294117647059	0.023529411764705882	20.0	0.3490658503988659
125	10,13,17	0.0392156862745098	0.050980392156862744	0.06666666666666667	0.06666666666666667	0.0392156862745098	0.027450980392156862	214.2857142857143	3.739991254273564
126	18,24,26	0.07058823529411765	0.09411764705882353	0.10196078431372549	0.10196078431372549	0.07058823529411765	0.03137254901960784	195.0	3.4033920413889427
127	13,21,23	0.050980392156862744	0.08235294117647059	0.09019607843137255	0.09019607843137255	0.050980392156862744	0.0392156862745098	192.0	3.351032163829113
128	11,17,19	0.043137254901960784	0.06666666666666667	0.07450980392156863	0.07450980392156863	0.043137254901960784	0.03137254901960784	195.0	3.4033920413889427
129	12,16,20	0.047058823529411764	0.06274509803921569	0.0784313725490196	0.0784313725490196	0.047058823529411764	0.03137254901960784	210.0	3.6651914291880923
130	15,29,33	0.058823529411764705	0.11372549019607843	0.12941176470588237	0.12941176470588237	0.058823529411764705	0.07058823529411766	193.33333333333334	3.3743032205223704
131	11,21,24	0.043137254901960784	0.08235294117647059	0.09411764705882353	0.09411764705882353	0.043137254901960784	0.050980392156862744	193.84615384615384	3.383253626942854
132	16,26,28	0.06274509803921569	0.10196078431372549	0.10980392156862745	0.10980392156862745	0.06274509803921569	0.047058823529411764	190.0	3.3161255787892263
133	14,23,25	0.054901960784313725	0.09019607843137255	0.09803921568627451	0.09803921568627451	0.054901960784313725	0.043137254901960784	190.9090909090909	3.331992208352811
134	29,56,62	0.11372549019607843	0.2196078431372549	0.24313725490196078	0.24313725490196078	0.11372549019607843	0.12941176470588234	190.9090909090909	3.331992208352811
135	24,37,41	0.09411764705882353	0.1450980392156863	0.1607843137254902	0.1607843137254902	0.09411764705882353	0.06666666666666668	194.11764705882354	3.3879920774007575
136	22,33,37	0.08627450980392157	0.12941176470588237	0.1450980392156863	0.1450980392156863	0.08627450980392157	0.05882352941176472	196.0	3.420845333908886
137	22,33,37	0.08627450980392157	0.12941176470588237	0.1450980392156863	0.1450980392156863	0.08627450980392157	0.05882352941176472	196.0	3.420845333908886
138	19,36,41	0.07450980392156863	0.1411764705882353	0.1607843137254902	0.1607843137254902	0.07450980392156863	0.08627450980392158	193.63636363636365	3.379592097043566
139	10,18,21	0.0392156862745098	0.07058823529411765	0.08235294117647059	0.08235294117647059	0.0392156862745098	0.043137254901960784	196.36363636363635	3.4271919857343196
140	83,102,100	0.3254901960784314	0.4	0.39215686274509803	0.4	0.3254901960784314	0.07450980392156864	173.68421052631578	3.031361332411204
141	59,74,73	0.23137254901960785	0.2901960784313726	0.28627450980392155	0.2901960784313726	0.23137254901960785	0.05882352941176472	175.99999999999997	3.0717794835100194
142	57,72,71	0.2235294117647059	0.2823529411764706	0.2784313725490196	0.2823529411764706	0.2235294117647059	0.05882352941176469	176.0	3.07177948351002
143	55,71,69	0.21568627450980393	0.2784313725490196	0.27058823529411763	0.2784313725490196	0.21568627450980393	0.06274509803921569	172.49999999999997	3.010692959690218
144	48,60,60	0.18823529411764706	0.23529411764705882	0.23529411764705882	0.23529411764705882	0.18823529411764706	0.047058823529411764	180.0	3.141592653589793
145	47,60,60	0.1843137254901961	0.23529411764705882	0.23529411764705882	0.23529411764705882	0.1843137254901961	0.05098039215686273	180.0	3.141592653589793
146	48,64,64	0.18823529411764706	0.25098039215686274	0.25098039215686274	0.25098039215686274	0.18823529411764706	0.06274509803921569	180.0	3.141592653589793
147	50,66,66	0.19607843137254902	0.25882352941176473	0.25882352941176473	0.25882352941176473	0.19607843137254902	0.06274509803921571	180.0	3.141592653589793
148	47,59,59	0.1843137254901961	0.23137254901960785	0.23137254901960785	0.23137254901960785	0.1843137254901961	0.047058823529411764	180.0	3.141592653589793
149	46,58,58	0.1803921568627451	0.22745098039215686	0.22745098039215686	0.22745098039215686	0.1803921568627451	0.047058823529411764	180.0	3.141592653589793
150	17,15,13	0.06666666666666667	0.058823529411764705	0.050980392156862744	0.06666666666666667	0.050980392156862744	0.01568627450980392	30.0	0.5235987755982988
151	19,15,13	0.07450980392156863	0.058823529411764705	0.050980392156862744	0.07450980392156863	0.050980392156862744	0.023529411764705882	20.0	0.3490658503988659
152	35,35,27	0.13725490196078433	0.13725490196078433	0.10588235294117647	0.13725490196078433	0.10588235294117647	0.03137254901960786	60.0	1.0471975511965976
153	27,23,19	0.10588235294117647	0.09019607843137255	0.07450980392156863	0.10588235294117647	0.07450980392156863	0.03137254901960784	30.0	0.5235987755982988
154	27,24,20	0.10588235294117647	0.09411764705882353	0.0784313725490196	0.10588235294117647	0.0784313725490196	0.027450980392156862	34.285714285714285	0.5983986006837702
155	23,19,14	0.09019607843137255	0.07450980392156863	0.054901960784313725	0.09019607843137255	0.054901960784313725	0.03529411764705882	33.333333333333336	0.5817764173314433
156	21,17,12	0.08235294117647059	0.06666666666666667	0.047058823529411764	0.08235294117647059	0.047058823529411764	0.03529411764705882	33.333333333333336	0.5817764173314433
157	24,22,14	0.09411764705882353	0.08627450980392157	0.054901960784313725	0.09411764705882353	0.054901960784313725	0.0392156862745098	48.0	0.8377580409572782
158	22,20,13	0.08627450980392157	0.0784313725490196	0.050980392156862744	0.08627450980392157	0.050980392156862744	0.03529411764705882	46.666666666666664	0.8144869842640204
159	28,26,18	0.10980392156862745	0.10196078431372549	0.07058823529411765	0.10980392156862745	0.07058823529411765	0.0392156862745098	48.0	0.8377580409572782
160	33,30,23	0.12941176470588237	0.11764705882352941	0.09019607843137255	0.12941176470588237	0.09019607843137255	0.03921568627450982	41.999999999999986	0.7330382858376182
161	37,34,25	0.1450980392156863	0.13333333333333333	0.09803921568627451	0.1450980392156863	0.09803921568627451	0.04705882352941178	44.999999999999986	0.7853981633974481
162	33,30,22	0.12941176470588237	0.11764705882352941	0.08627450980392157	0.12941176470588237	0.08627450980392157	0.0431372549019608	43.636363636363626	0.7615982190520709
163	33,28,20	0.12941176470588237	0.10980392156862745	0.0784313725490196	0.12941176470588237	0.0784313725490196	0.05098039215686276	36.92307692307691	0.6444292622748292
164	32,30,22	0.12549019607843137	0.11764705882352941	0.08627450980392157	0.12549019607843137	0.08627450980392157	0.0392156862745098	48.0	0.8377580409572782
165	26,23,16	0.10196078431372549	0.09019607843137255	0.06274509803921569	0.10196078431372549	0.06274509803921569	0.0392156862745098	42.0	0.7330382858376184
166	31,27,21	0.12156862745098039	0.10588235294117647	0.08235294117647059	0.12156862745098039	0.08235294117647059	0.0392156862745098	36.0	0.6283185307179586
167	51,45,32	0.2	0.17647058823529413	0.12549019607843137	0.2	0.12549019607843137	0.07450980392156864	41.05263157894737	0.71650358766083
168	25,22,17	0.09803921568627451	0.08627450980392157	0.06666666666666667	0.09803921568627451	0.06666666666666667	0.03137254901960784	37.5	0.6544984694978736
169	26,28,23	0.10196078431372549	0.10980392156862745	0.09019607843137255	0.10980392156862745	0.09019607843137255	0.0196078431372549	84.0	1.4660765716752369
170	20,21,17	0.0784313725490196	0.08235294117647059	0.06666666666666667	0.08235294117647059	0.06666666666666667	0.01568627450980392	75.0	1.3089969389957472
171	37,37,26	0.1450980392156863	0.1450980392156863	0.10196078431372549	0.1450980392156863	0.10196078431372549	0.0431372549019608	60.0	1.0471975511965976
172	26,26,19	0.10196078431372549	0.10196078431372549	0.07450980392156863	0.10196078431372549	0.07450980392156863	0.027450980392156862	60.0	1.0471975511965976
173	33,34,24	0.12941176470588237	0.13333333333333333	0.09411764705882353	0.13333333333333333	0.09411764705882353	0.0392156862745098	65.99999999999997	1.151917306316257
174	21,22,19	0.08235294117647059	0.08627450980392157	0.07450980392156863	0.08627450980392157	0.07450980392156863	0.011764705882352941	80.00000000000001	1.3962634015954638
175	12,14,13	0.047058823529411764	0.054901960784313725	0.050980392156862744	0.054901960784313725	0.047058823529411764	0.00784313725490196	150.0	2.6179938779914944
176	25,30,27	0.09803921568627451	0.11764705882352941	0.10588235294117647	0.11764705882352941	0.09803921568627451	0.0196078431372549	144.0	2.5132741228718345
177	16,19,19	0.06274509803921569	0.07450980392156863	0.07450980392156863	0.07450980392156863	0.06274509803921569	0.011764705882352941	180.0	3.141592653589793
178	18,20,20	0.07058823529411765	0.0784313725490196	0.0784313725490196	0.0784313725490196	0.07058823529411765	0.00784313725490196	180.0	3.141592653589793
179	17,18,19	0.06666666666666667	0.07058823529411765	0.07450980392156863	0.07450980392156863	0.06666666666666667	0.00784313725490196	210.0	3.6651914291880923
180	32,32,26	0.12549019607843137	0.12549019607843137	0.10196078431372549	0.12549019607843137	0.10196078431372549	0.023529411764705882	60.0	1.0471975511965976
181	28,27,23	0.10980392156862745	0.10588235294117647	0.09019607843137255	0.10980392156862745	0.09019607843137255	0.0196078431372549	48.0	0.8377580409572782
182	13,14,14	0.050980392156862744	0.054901960784313725	0.054901960784313725	0.054901960784313725	0.050980392156862744	0.00392156862745098	180.0	3.141592653589793
183	38,35,26	0.14901960784313725	0.13725490196078433	0.10196078431372549	0.14901960784313725	0.10196078431372549	0.047058823529411764	45.00000000000002	0.7853981633974487
184	16,17,18	0.06274509803921569	0.06666666666666667	0.07058823529411765	0.07058823529411765	0.06274509803921569	0.00784313725490196	210.0	3.6651914291880923
