i	rgb	r	g	b	maxRGB	minRGB	c	h
369	67,38,21	67.0	38.0	21.0	67.0	21.0	46.0	22.1739130435
370	54,37,32	54.0	37.0	32.0	54.0	32.0	22.0	13.6363636364
371	63,37,23	63.0	37.0	23.0	63.0	23.0	40.0	21.0
372	63,36,22	63.0	36.0	22.0	63.0	22.0	41.0	20.487804878
373	49,28,19	49.0	28.0	19.0	49.0	19.0	30.0	18.0
374	46,24,17	46.0	24.0	17.0	46.0	17.0	29.0	14.4827586207
375	56,30,17	56.0	30.0	17.0	56.0	17.0	39.0	20.0
376	57,31,17	57.0	31.0	17.0	57.0	17.0	40.0	21.0
377	56,30,17	56.0	30.0	17.0	56.0	17.0	39.0	20.0
378	53,29,17	53.0	29.0	17.0	53.0	17.0	36.0	20.0
379	44,24,18	44.0	24.0	18.0	44.0	18.0	26.0	13.8461538462
380	52,28,15	52.0	28.0	15.0	52.0	15.0	37.0	21.0810810811
381	51,25,13	51.0	25.0	13.0	51.0	13.0	38.0	18.9473684211
382	49,26,14	49.0	26.0	14.0	49.0	14.0	35.0	20.5714285714
383	46,24,16	46.0	24.0	16.0	46.0	16.0	30.0	16.0
384	46,26,14	46.0	26.0	14.0	46.0	14.0	32.0	22.5
385	47,27,14	47.0	27.0	14.0	47.0	14.0	33.0	23.6363636364
386	45,26,13	45.0	26.0	13.0	45.0	13.0	32.0	24.375
387	39,26,18	39.0	26.0	18.0	39.0	18.0	21.0	22.8571428571
388	38,21,11	38.0	21.0	11.0	38.0	11.0	27.0	22.2222222222
389	53,28,15	53.0	28.0	15.0	53.0	15.0	38.0	20.5263157895
390	52,27,14	52.0	27.0	14.0	52.0	14.0	38.0	20.5263157895
391	51,28,18	51.0	28.0	18.0	51.0	18.0	33.0	18.1818181818
392	52,28,18	52.0	28.0	18.0	52.0	18.0	34.0	17.6470588235
393	45,26,17	45.0	26.0	17.0	45.0	17.0	28.0	19.2857142857
394	54,33,21	54.0	33.0	21.0	54.0	21.0	33.0	21.8181818182
395	46,27,18	46.0	27.0	18.0	46.0	18.0	28.0	19.2857142857
396	53,29,19	53.0	29.0	19.0	53.0	19.0	34.0	17.6470588235
397	49,26,16	49.0	26.0	16.0	49.0	16.0	33.0	18.1818181818
398	46,24,15	46.0	24.0	15.0	46.0	15.0	31.0	17.4193548387
399	52,26,17	52.0	26.0	17.0	52.0	17.0	35.0	15.4285714286
400	45,21,10	45.0	21.0	10.0	45.0	10.0	35.0	18.8571428571
401	49,27,17	49.0	27.0	17.0	49.0	17.0	32.0	18.75
402	68,39,24	68.0	39.0	24.0	68.0	24.0	44.0	20.4545454545
403	53,32,22	53.0	32.0	22.0	53.0	22.0	31.0	19.3548387097
404	41,22,10	41.0	22.0	10.0	41.0	10.0	31.0	23.2258064516
405	38,21,11	38.0	21.0	11.0	38.0	11.0	27.0	22.2222222222
406	44,28,19	44.0	28.0	19.0	44.0	19.0	25.0	21.6
407	48,27,17	48.0	27.0	17.0	48.0	17.0	31.0	19.3548387097
408	49,28,18	49.0	28.0	18.0	49.0	18.0	31.0	19.3548387097
409	56,31,18	56.0	31.0	18.0	56.0	18.0	38.0	20.5263157895
410	65,36,19	65.0	36.0	19.0	65.0	19.0	46.0	22.1739130435
411	45,25,16	45.0	25.0	16.0	45.0	16.0	29.0	18.6206896552
412	54,29,19	54.0	29.0	19.0	54.0	19.0	35.0	17.1428571429
413	28,19,13	28.0	19.0	13.0	28.0	13.0	15.0	24.0
414	42,27,19	42.0	27.0	19.0	42.0	19.0	23.0	20.8695652174
415	29,17,11	29.0	17.0	11.0	29.0	11.0	18.0	20.0
416	41,27,17	41.0	27.0	17.0	41.0	17.0	24.0	25.0
417	22,13,8	22.0	13.0	8.0	22.0	8.0	14.0	21.4285714286
418	31,19,12	31.0	19.0	12.0	31.0	12.0	19.0	22.1052631579
419	31,19,12	31.0	19.0	12.0	31.0	12.0	19.0	22.1052631579
420	31,19,12	31.0	19.0	12.0	31.0	12.0	19.0	22.1052631579
421	44,26,17	44.0	26.0	17.0	44.0	17.0	27.0	20.0
422	48,28,19	48.0	28.0	19.0	48.0	19.0	29.0	18.6206896552
423	44,25,17	44.0	25.0	17.0	44.0	17.0	27.0	17.7777777778
424	48,27,21	48.0	27.0	21.0	48.0	21.0	27.0	13.3333333333
425	38,22,13	38.0	22.0	13.0	38.0	13.0	25.0	21.6
426	42,24,15	42.0	24.0	15.0	42.0	15.0	27.0	20.0
427	50,28,20	50.0	28.0	20.0	50.0	20.0	30.0	16.0
428	44,25,15	44.0	25.0	15.0	44.0	15.0	29.0	20.6896551724
429	46,27,17	46.0	27.0	17.0	46.0	17.0	29.0	20.6896551724
430	44,25,17	44.0	25.0	17.0	44.0	17.0	27.0	17.7777777778
431	46,27,18	46.0	27.0	18.0	46.0	18.0	28.0	19.2857142857
432	48,27,15	48.0	27.0	15.0	48.0	15.0	33.0	21.8181818182
433	38,22,13	38.0	22.0	13.0	38.0	13.0	25.0	21.6
434	45,25,15	45.0	25.0	15.0	45.0	15.0	30.0	20.0
435	35,20,12	35.0	20.0	12.0	35.0	12.0	23.0	20.8695652174
436	48,28,16	48.0	28.0	16.0	48.0	16.0	32.0	22.5
437	40,24,15	40.0	24.0	15.0	40.0	15.0	25.0	21.6
438	50,27,15	50.0	27.0	15.0	50.0	15.0	35.0	20.5714285714
439	43,25,14	43.0	25.0	14.0	43.0	14.0	29.0	22.7586206897
440	49,28,16	49.0	28.0	16.0	49.0	16.0	33.0	21.8181818182
441	49,27,16	49.0	27.0	16.0	49.0	16.0	33.0	20.0
442	50,28,16	50.0	28.0	16.0	50.0	16.0	34.0	21.1764705882
443	45,25,17	45.0	25.0	17.0	45.0	17.0	28.0	17.1428571429
444	56,30,22	56.0	30.0	22.0	56.0	22.0	34.0	14.1176470588
445	51,29,21	51.0	29.0	21.0	51.0	21.0	30.0	16.0
446	55,31,21	55.0	31.0	21.0	55.0	21.0	34.0	17.6470588235
447	52,27,20	52.0	27.0	20.0	52.0	20.0	32.0	13.125
448	49,26,20	49.0	26.0	20.0	49.0	20.0	29.0	12.4137931034
449	43,22,18	43.0	22.0	18.0	43.0	18.0	25.0	9.6
450	56,31,23	56.0	31.0	23.0	56.0	23.0	33.0	14.5454545455
451	44,27,22	44.0	27.0	22.0	44.0	22.0	22.0	13.6363636364
452	62,35,21	62.0	35.0	21.0	62.0	21.0	41.0	20.487804878
453	55,30,20	55.0	30.0	20.0	55.0	20.0	35.0	17.1428571429
454	116,78,55	116.0	78.0	55.0	116.0	55.0	61.0	22.6229508197
455	57,33,19	57.0	33.0	19.0	57.0	19.0	38.0	22.1052631579
456	50,32,24	50.0	32.0	24.0	50.0	24.0	26.0	18.4615384615
457	76,48,30	76.0	48.0	30.0	76.0	30.0	46.0	23.4782608696
458	91,59,34	91.0	59.0	34.0	91.0	34.0	57.0	26.3157894737
459	45,27,16	45.0	27.0	16.0	45.0	16.0	29.0	22.7586206897
460	42,27,19	42.0	27.0	19.0	42.0	19.0	23.0	20.8695652174
461	33,20,14	33.0	20.0	14.0	33.0	14.0	19.0	18.9473684211
462	31,18,15	31.0	18.0	15.0	31.0	15.0	16.0	11.25
463	30,17,14	30.0	17.0	14.0	30.0	14.0	16.0	11.25
464	21,13,10	21.0	13.0	10.0	21.0	10.0	11.0	16.3636363636
465	22,13,10	22.0	13.0	10.0	22.0	10.0	12.0	15.0
466	24,14,10	24.0	14.0	10.0	24.0	10.0	14.0	17.1428571429
467	30,17,14	30.0	17.0	14.0	30.0	14.0	16.0	11.25
468	58,35,25	58.0	35.0	25.0	58.0	25.0	33.0	18.1818181818
469	23,14,14	23.0	14.0	14.0	23.0	14.0	9.0	0.0
470	36,22,18	36.0	22.0	18.0	36.0	18.0	18.0	13.3333333333
471	33,20,16	33.0	20.0	16.0	33.0	16.0	17.0	14.1176470588
472	33,19,13	33.0	19.0	13.0	33.0	13.0	20.0	18.0
473	26,16,14	26.0	16.0	14.0	26.0	14.0	12.0	10.0
474	22,16,17	22.0	16.0	17.0	22.0	16.0	6.0	350.0
475	22,16,15	22.0	16.0	15.0	22.0	15.0	7.0	8.57142857143
476	38,22,16	38.0	22.0	16.0	38.0	16.0	22.0	16.3636363636
477	39,25,19	39.0	25.0	19.0	39.0	19.0	20.0	18.0
478	49,32,20	49.0	32.0	20.0	49.0	20.0	29.0	24.8275862069
479	34,25,20	34.0	25.0	20.0	34.0	20.0	14.0	21.4285714286
480	34,21,18	34.0	21.0	18.0	34.0	18.0	16.0	11.25
481	51,31,24	51.0	31.0	24.0	51.0	24.0	27.0	15.5555555556
482	53,29,17	53.0	29.0	17.0	53.0	17.0	36.0	20.0
483	62,39,22	62.0	39.0	22.0	62.0	22.0	40.0	25.5
484	62,38,29	62.0	38.0	29.0	62.0	29.0	33.0	16.3636363636
485	70,43,30	70.0	43.0	30.0	70.0	30.0	40.0	19.5
486	54,37,30	54.0	37.0	30.0	54.0	30.0	24.0	17.5
487	45,28,23	45.0	28.0	23.0	45.0	23.0	22.0	13.6363636364
488	91,59,43	91.0	59.0	43.0	91.0	43.0	48.0	20.0
489	94,59,48	94.0	59.0	48.0	94.0	48.0	46.0	14.347826087
490	75,45,37	75.0	45.0	37.0	75.0	37.0	38.0	12.6315789474
491	30,17,14	30.0	17.0	14.0	30.0	14.0	16.0	11.25
492	61,39,26	61.0	39.0	26.0	61.0	26.0	35.0	22.2857142857
493	37,22,14	37.0	22.0	14.0	37.0	14.0	23.0	20.8695652174
494	41,26,19	41.0	26.0	19.0	41.0	19.0	22.0	19.0909090909
495	34,21,16	34.0	21.0	16.0	34.0	16.0	18.0	16.6666666667
496	40,25,18	40.0	25.0	18.0	40.0	18.0	22.0	19.0909090909
497	42,26,20	42.0	26.0	20.0	42.0	20.0	22.0	16.3636363636
498	40,23,15	40.0	23.0	15.0	40.0	15.0	25.0	19.2
499	70,45,29	70.0	45.0	29.0	70.0	29.0	41.0	23.4146341463
500	72,48,33	72.0	48.0	33.0	72.0	33.0	39.0	23.0769230769
501	96,49,28	96.0	49.0	28.0	96.0	28.0	68.0	18.5294117647
502	49,27,19	49.0	27.0	19.0	49.0	19.0	30.0	16.0
503	72,55,49	72.0	55.0	49.0	72.0	49.0	23.0	15.652173913
504	74,55,44	74.0	55.0	44.0	74.0	44.0	30.0	22.0
505	56,45,40	56.0	45.0	40.0	56.0	40.0	16.0	18.75
506	52,38,33	52.0	38.0	33.0	52.0	33.0	19.0	15.7894736842
507	48,36,30	48.0	36.0	30.0	48.0	30.0	18.0	20.0
508	45,34,31	45.0	34.0	31.0	45.0	31.0	14.0	12.8571428571
509	45,30,25	45.0	30.0	25.0	45.0	25.0	20.0	15.0
510	45,35,31	45.0	35.0	31.0	45.0	31.0	14.0	17.1428571429
511	51,36,28	51.0	36.0	28.0	51.0	28.0	23.0	20.8695652174
512	42,31,27	42.0	31.0	27.0	42.0	27.0	15.0	16.0
513	50,38,32	50.0	38.0	32.0	50.0	32.0	18.0	20.0
514	32,23,21	32.0	23.0	21.0	32.0	21.0	11.0	10.9090909091
515	58,41,33	58.0	41.0	33.0	58.0	33.0	25.0	19.2
516	56,38,31	56.0	38.0	31.0	56.0	31.0	25.0	16.8
517	47,34,28	47.0	34.0	28.0	47.0	28.0	19.0	18.9473684211
518	44,33,27	44.0	33.0	27.0	44.0	27.0	17.0	21.1764705882
519	51,36,29	51.0	36.0	29.0	51.0	29.0	22.0	19.0909090909
520	56,39,31	56.0	39.0	31.0	56.0	31.0	25.0	19.2
521	148,119,85	148.0	119.0	85.0	148.0	85.0	63.0	32.380952381
522	73,54,44	73.0	54.0	44.0	73.0	44.0	29.0	20.6896551724
523	79,60,42	79.0	60.0	42.0	79.0	42.0	37.0	29.1891891892
524	119,93,70	119.0	93.0	70.0	119.0	70.0	49.0	28.1632653061
525	153,126,99	153.0	126.0	99.0	153.0	99.0	54.0	30.0
526	61,52,46	61.0	52.0	46.0	61.0	46.0	15.0	24.0
527	144,119,91	144.0	119.0	91.0	144.0	91.0	53.0	31.6981132075
528	104,80,67	104.0	80.0	67.0	104.0	67.0	37.0	21.0810810811
529	129,104,84	129.0	104.0	84.0	129.0	84.0	45.0	26.6666666667
530	119,95,79	119.0	95.0	79.0	119.0	79.0	40.0	24.0
531	133,109,88	133.0	109.0	88.0	133.0	88.0	45.0	28.0
532	143,109,81	143.0	109.0	81.0	143.0	81.0	62.0	27.0967741935
533	128,100,77	128.0	100.0	77.0	128.0	77.0	51.0	27.0588235294
534	155,130,104	155.0	130.0	104.0	155.0	104.0	51.0	30.5882352941
535	100,78,64	100.0	78.0	64.0	100.0	64.0	36.0	23.3333333333
536	103,81,65	103.0	81.0	65.0	103.0	65.0	38.0	25.2631578947
537	102,82,71	102.0	82.0	71.0	102.0	71.0	31.0	21.2903225806
538	107,85,68	107.0	85.0	68.0	107.0	68.0	39.0	26.1538461538
539	107,87,70	107.0	87.0	70.0	107.0	70.0	37.0	27.5675675676
540	115,92,67	115.0	92.0	67.0	115.0	67.0	48.0	31.25
541	93,74,56	93.0	74.0	56.0	93.0	56.0	37.0	29.1891891892
542	111,90,69	111.0	90.0	69.0	111.0	69.0	42.0	30.0
543	99,86,66	99.0	86.0	66.0	99.0	66.0	33.0	36.3636363636
544	129,102,79	129.0	102.0	79.0	129.0	79.0	50.0	27.6
545	89,65,54	89.0	65.0	54.0	89.0	54.0	35.0	18.8571428571
546	175,142,109	175.0	142.0	109.0	175.0	109.0	66.0	30.0
547	100,88,78	100.0	88.0	78.0	100.0	78.0	22.0	27.2727272727
548	78,59,45	78.0	59.0	45.0	78.0	45.0	33.0	25.4545454545
549	73,60,48	73.0	60.0	48.0	73.0	48.0	25.0	28.8
550	150,125,99	150.0	125.0	99.0	150.0	99.0	51.0	30.5882352941
551	135,103,71	135.0	103.0	71.0	135.0	71.0	64.0	30.0
552	86,67,49	86.0	67.0	49.0	86.0	49.0	37.0	29.1891891892
553	26,22,20	26.0	22.0	20.0	26.0	20.0	6.0	20.0
554	49,31,24	49.0	31.0	24.0	49.0	24.0	25.0	16.8
555	35,23,20	35.0	23.0	20.0	35.0	20.0	15.0	12.0
556	35,23,19	35.0	23.0	19.0	35.0	19.0	16.0	15.0
557	83,68,57	83.0	68.0	57.0	83.0	57.0	26.0	25.3846153846
558	66,54,37	66.0	54.0	37.0	66.0	37.0	29.0	35.1724137931
559	23,15,13	23.0	15.0	13.0	23.0	13.0	10.0	12.0
560	73,53,43	73.0	53.0	43.0	73.0	43.0	30.0	20.0
561	47,34,26	47.0	34.0	26.0	47.0	26.0	21.0	22.8571428571
562	58,39,25	58.0	39.0	25.0	58.0	25.0	33.0	25.4545454545
563	43,31,27	43.0	31.0	27.0	43.0	27.0	16.0	15.0
564	17,14,15	17.0	14.0	15.0	17.0	14.0	3.0	340.0
565	40,30,27	40.0	30.0	27.0	40.0	27.0	13.0	13.8461538462
566	54,37,30	54.0	37.0	30.0	54.0	30.0	24.0	17.5
567	38,30,25	38.0	30.0	25.0	38.0	25.0	13.0	23.0769230769
568	11,11,13	11.0	11.0	13.0	13.0	11.0	2.0	240.0
569	54,28,17	54.0	28.0	17.0	54.0	17.0	37.0	17.8378378378
570	50,26,16	50.0	26.0	16.0	50.0	16.0	34.0	17.6470588235
571	48,28,17	48.0	28.0	17.0	48.0	17.0	31.0	21.2903225806
572	62,37,21	62.0	37.0	21.0	62.0	21.0	41.0	23.4146341463
573	59,35,19	59.0	35.0	19.0	59.0	19.0	40.0	24.0
574	35,22,15	35.0	22.0	15.0	35.0	15.0	20.0	21.0
575	60,35,21	60.0	35.0	21.0	60.0	21.0	39.0	21.5384615385
576	49,29,15	49.0	29.0	15.0	49.0	15.0	34.0	24.7058823529
577	46,26,13	46.0	26.0	13.0	46.0	13.0	33.0	23.6363636364
578	55,33,21	55.0	33.0	21.0	55.0	21.0	34.0	21.1764705882
579	50,29,18	50.0	29.0	18.0	50.0	18.0	32.0	20.625
580	60,32,19	60.0	32.0	19.0	60.0	19.0	41.0	19.0243902439
581	59,35,21	59.0	35.0	21.0	59.0	21.0	38.0	22.1052631579
582	27,16,11	27.0	16.0	11.0	27.0	11.0	16.0	18.75
583	85,51,33	85.0	51.0	33.0	85.0	33.0	52.0	20.7692307692
584	20,18,18	20.0	18.0	18.0	20.0	18.0	2.0	0.0
585	42,39,41	42.0	39.0	41.0	42.0	39.0	3.0	320.0
586	70,54,48	70.0	54.0	48.0	70.0	48.0	22.0	16.3636363636
587	30,24,22	30.0	24.0	22.0	30.0	22.0	8.0	15.0
588	53,45,39	53.0	45.0	39.0	53.0	39.0	14.0	25.7142857143
589	29,25,23	29.0	25.0	23.0	29.0	23.0	6.0	20.0
590	116,118,128	116.0	118.0	128.0	128.0	116.0	12.0	230.0
591	31,28,30	31.0	28.0	30.0	31.0	28.0	3.0	320.0
592	49,36,44	49.0	36.0	44.0	49.0	36.0	13.0	323.076923077
593	35,32,36	35.0	32.0	36.0	36.0	32.0	4.0	285.0
594	0,0,0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
595	12,0,0	12.0	0.0	0.0	12.0	0.0	12.0	0.0
596	12,0,0	12.0	0.0	0.0	12.0	0.0	12.0	0.0
597	11,0,0	11.0	0.0	0.0	11.0	0.0	11.0	0.0
598	11,0,0	11.0	0.0	0.0	11.0	0.0	11.0	0.0
599	14,0,0	14.0	0.0	0.0	14.0	0.0	14.0	0.0
