i	rgb	r	g	b	maxRGB	minRGB	c	h
366	4,51,70	4.0	51.0	70.0	70.0	4.0	66.0	197.272727273
367	152,134,101	152.0	134.0	101.0	152.0	101.0	51.0	38.8235294118
368	80,89,90	80.0	89.0	90.0	90.0	80.0	10.0	186.0
369	137,144,133	137.0	144.0	133.0	144.0	133.0	11.0	98.1818181818
370	144,146,135	144.0	146.0	135.0	146.0	135.0	11.0	70.9090909091
371	144,147,128	144.0	147.0	128.0	147.0	128.0	19.0	69.4736842105
372	106,108,97	106.0	108.0	97.0	108.0	97.0	11.0	70.9090909091
373	109,116,106	109.0	116.0	106.0	116.0	106.0	10.0	102.0
374	76,72,72	76.0	72.0	72.0	76.0	72.0	4.0	0.0
375	67,105,122	67.0	105.0	122.0	122.0	67.0	55.0	198.545454545
376	109,110,98	109.0	110.0	98.0	110.0	98.0	12.0	65.0
377	112,119,115	112.0	119.0	115.0	119.0	112.0	7.0	145.714285714
378	124,115,96	124.0	115.0	96.0	124.0	96.0	28.0	40.7142857143
379	71,54,41	71.0	54.0	41.0	71.0	41.0	30.0	26.0
380	93,98,97	93.0	98.0	97.0	98.0	93.0	5.0	168.0
381	48,41,36	48.0	41.0	36.0	48.0	36.0	12.0	25.0
382	47,40,34	47.0	40.0	34.0	47.0	34.0	13.0	27.6923076923
383	93,95,86	93.0	95.0	86.0	95.0	86.0	9.0	73.3333333333
384	113,105,90	113.0	105.0	90.0	113.0	90.0	23.0	39.1304347826
385	155,175,176	155.0	175.0	176.0	176.0	155.0	21.0	182.857142857
386	117,126,122	117.0	126.0	122.0	126.0	117.0	9.0	153.333333333
387	128,84,65	128.0	84.0	65.0	128.0	65.0	63.0	18.0952380952
388	119,86,71	119.0	86.0	71.0	119.0	71.0	48.0	18.75
389	158,183,186	158.0	183.0	186.0	186.0	158.0	28.0	186.428571429
390	141,159,158	141.0	159.0	158.0	159.0	141.0	18.0	176.666666667
391	157,172,166	157.0	172.0	166.0	172.0	157.0	15.0	156.0
392	138,151,150	138.0	151.0	150.0	151.0	138.0	13.0	175.384615385
393	117,109,103	117.0	109.0	103.0	117.0	103.0	14.0	25.7142857143
394	132,86,62	132.0	86.0	62.0	132.0	62.0	70.0	20.5714285714
395	112,74,56	112.0	74.0	56.0	112.0	56.0	56.0	19.2857142857
396	87,76,69	87.0	76.0	69.0	87.0	69.0	18.0	23.3333333333
397	113,117,115	113.0	117.0	115.0	117.0	113.0	4.0	150.0
398	141,160,164	141.0	160.0	164.0	164.0	141.0	23.0	190.434782609
399	115,118,116	115.0	118.0	116.0	118.0	115.0	3.0	140.0
400	161,134,112	161.0	134.0	112.0	161.0	112.0	49.0	26.9387755102
401	137,148,146	137.0	148.0	146.0	148.0	137.0	11.0	169.090909091
402	110,123,123	110.0	123.0	123.0	123.0	110.0	13.0	180.0
403	147,137,120	147.0	137.0	120.0	147.0	120.0	27.0	37.7777777778
404	103,123,132	103.0	123.0	132.0	132.0	103.0	29.0	198.620689655
405	99,105,100	99.0	105.0	100.0	105.0	99.0	6.0	130.0
406	108,118,116	108.0	118.0	116.0	118.0	108.0	10.0	168.0
407	114,141,151	114.0	141.0	151.0	151.0	114.0	37.0	196.216216216
408	122,146,149	122.0	146.0	149.0	149.0	122.0	27.0	186.666666667
409	86,102,110	86.0	102.0	110.0	110.0	86.0	24.0	200.0
410	123,144,148	123.0	144.0	148.0	148.0	123.0	25.0	189.6
411	93,96,82	93.0	96.0	82.0	96.0	82.0	14.0	72.8571428571
412	21,22,21	21.0	22.0	21.0	22.0	21.0	1.0	120.0
413	11,11,11	11.0	11.0	11.0	11.0	11.0	0.0	0.0
414	0,0,0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
415	33,62,73	33.0	62.0	73.0	73.0	33.0	40.0	196.5
416	113,90,64	113.0	90.0	64.0	113.0	64.0	49.0	31.8367346939
417	21,36,42	21.0	36.0	42.0	42.0	21.0	21.0	197.142857143
418	9,12,11	9.0	12.0	11.0	12.0	9.0	3.0	160.0
419	20,27,27	20.0	27.0	27.0	27.0	20.0	7.0	180.0
420	9,13,13	9.0	13.0	13.0	13.0	9.0	4.0	180.0
421	4,16,29	4.0	16.0	29.0	29.0	4.0	25.0	211.2
422	4,18,24	4.0	18.0	24.0	24.0	4.0	20.0	198.0
423	5,32,43	5.0	32.0	43.0	43.0	5.0	38.0	197.368421053
424	39,37,41	39.0	37.0	41.0	41.0	37.0	4.0	270.0
425	5,30,57	5.0	30.0	57.0	57.0	5.0	52.0	211.153846154
426	18,59,116	18.0	59.0	116.0	116.0	18.0	98.0	214.897959184
427	6,38,87	6.0	38.0	87.0	87.0	6.0	81.0	216.296296296
428	10,13,14	10.0	13.0	14.0	14.0	10.0	4.0	195.0
429	50,55,50	50.0	55.0	50.0	55.0	50.0	5.0	120.0
430	141,135,120	141.0	135.0	120.0	141.0	120.0	21.0	42.8571428571
431	124,144,150	124.0	144.0	150.0	150.0	124.0	26.0	193.846153846
432	98,107,107	98.0	107.0	107.0	107.0	98.0	9.0	180.0
433	132,106,96	132.0	106.0	96.0	132.0	96.0	36.0	16.6666666667
434	45,60,69	45.0	60.0	69.0	69.0	45.0	24.0	202.5
435	69,82,85	69.0	82.0	85.0	85.0	69.0	16.0	191.25
436	94,105,104	94.0	105.0	104.0	105.0	94.0	11.0	174.545454545
437	119,144,140	119.0	144.0	140.0	144.0	119.0	25.0	170.4
438	52,54,54	52.0	54.0	54.0	54.0	52.0	2.0	180.0
439	87,121,127	87.0	121.0	127.0	127.0	87.0	40.0	189.0
440	113,145,149	113.0	145.0	149.0	149.0	113.0	36.0	186.666666667
441	132,151,153	132.0	151.0	153.0	153.0	132.0	21.0	185.714285714
442	60,71,75	60.0	71.0	75.0	75.0	60.0	15.0	196.0
443	109,128,128	109.0	128.0	128.0	128.0	109.0	19.0	180.0
444	98,118,123	98.0	118.0	123.0	123.0	98.0	25.0	192.0
445	51,53,54	51.0	53.0	54.0	54.0	51.0	3.0	200.0
446	90,106,112	90.0	106.0	112.0	112.0	90.0	22.0	196.363636364
447	73,83,84	73.0	83.0	84.0	84.0	73.0	11.0	185.454545455
448	69,84,85	69.0	84.0	85.0	85.0	69.0	16.0	183.75
449	61,65,62	61.0	65.0	62.0	65.0	61.0	4.0	135.0
450	39,34,28	39.0	34.0	28.0	39.0	28.0	11.0	32.7272727273
451	40,35,31	40.0	35.0	31.0	40.0	31.0	9.0	26.6666666667
452	54,41,27	54.0	41.0	27.0	54.0	27.0	27.0	31.1111111111
453	115,107,92	115.0	107.0	92.0	115.0	92.0	23.0	39.1304347826
454	110,103,92	110.0	103.0	92.0	110.0	92.0	18.0	36.6666666667
455	23,27,28	23.0	27.0	28.0	28.0	23.0	5.0	192.0
456	111,114,99	111.0	114.0	99.0	114.0	99.0	15.0	72.0
457	96,88,77	96.0	88.0	77.0	96.0	77.0	19.0	34.7368421053
458	93,85,75	93.0	85.0	75.0	93.0	75.0	18.0	33.3333333333
459	96,66,49	96.0	66.0	49.0	96.0	49.0	47.0	21.7021276596
460	98,69,52	98.0	69.0	52.0	98.0	52.0	46.0	22.1739130435
461	115,118,107	115.0	118.0	107.0	118.0	107.0	11.0	76.3636363636
462	107,94,84	107.0	94.0	84.0	107.0	84.0	23.0	26.0869565217
463	108,96,86	108.0	96.0	86.0	108.0	86.0	22.0	27.2727272727
464	100,101,89	100.0	101.0	89.0	101.0	89.0	12.0	65.0
465	118,122,110	118.0	122.0	110.0	122.0	110.0	12.0	80.0
466	66,64,54	66.0	64.0	54.0	66.0	54.0	12.0	50.0
467	87,72,56	87.0	72.0	56.0	87.0	56.0	31.0	30.9677419355
468	105,110,105	105.0	110.0	105.0	110.0	105.0	5.0	120.0
469	92,90,73	92.0	90.0	73.0	92.0	73.0	19.0	53.6842105263
470	94,91,75	94.0	91.0	75.0	94.0	75.0	19.0	50.5263157895
471	54,67,59	54.0	67.0	59.0	67.0	54.0	13.0	143.076923077
472	97,116,108	97.0	116.0	108.0	116.0	97.0	19.0	154.736842105
473	91,101,91	91.0	101.0	91.0	101.0	91.0	10.0	120.0
474	68,94,89	68.0	94.0	89.0	94.0	68.0	26.0	168.461538462
475	84,85,69	84.0	85.0	69.0	85.0	69.0	16.0	63.75
476	37,45,24	37.0	45.0	24.0	45.0	24.0	21.0	82.8571428571
477	55,64,39	55.0	64.0	39.0	64.0	39.0	25.0	81.6
478	92,92,59	92.0	92.0	59.0	92.0	59.0	33.0	60.0
479	83,82,55	83.0	82.0	55.0	83.0	55.0	28.0	57.8571428571
480	78,82,53	78.0	82.0	53.0	82.0	53.0	29.0	68.275862069
481	84,94,77	84.0	94.0	77.0	94.0	77.0	17.0	95.2941176471
482	70,76,52	70.0	76.0	52.0	76.0	52.0	24.0	75.0
483	65,71,52	65.0	71.0	52.0	71.0	52.0	19.0	78.9473684211
484	65,65,42	65.0	65.0	42.0	65.0	42.0	23.0	60.0
485	76,76,48	76.0	76.0	48.0	76.0	48.0	28.0	60.0
486	45,52,30	45.0	52.0	30.0	52.0	30.0	22.0	79.0909090909
487	47,47,27	47.0	47.0	27.0	47.0	27.0	20.0	60.0
488	71,77,71	71.0	77.0	71.0	77.0	71.0	6.0	120.0
489	42,46,21	42.0	46.0	21.0	46.0	21.0	25.0	69.6
490	30,33,11	30.0	33.0	11.0	33.0	11.0	22.0	68.1818181818
491	38,42,24	38.0	42.0	24.0	42.0	24.0	18.0	73.3333333333
492	42,44,25	42.0	44.0	25.0	44.0	25.0	19.0	66.3157894737
493	2,32,25	2.0	32.0	25.0	32.0	2.0	30.0	166.0
494	3,32,25	3.0	32.0	25.0	32.0	3.0	29.0	165.517241379
495	2,30,23	2.0	30.0	23.0	30.0	2.0	28.0	165.0
496	5,57,45	5.0	57.0	45.0	57.0	5.0	52.0	166.153846154
497	6,68,56	6.0	68.0	56.0	68.0	6.0	62.0	168.387096774
498	2,18,10	2.0	18.0	10.0	18.0	2.0	16.0	150.0
499	5,52,38	5.0	52.0	38.0	52.0	5.0	47.0	162.127659574
500	1,29,24	1.0	29.0	24.0	29.0	1.0	28.0	169.285714286
501	2,27,22	2.0	27.0	22.0	27.0	2.0	25.0	168.0
502	2,33,27	2.0	33.0	27.0	33.0	2.0	31.0	168.387096774
503	71,70,57	71.0	70.0	57.0	71.0	57.0	14.0	55.7142857143
504	64,63,51	64.0	63.0	51.0	64.0	51.0	13.0	55.3846153846
505	64,63,51	64.0	63.0	51.0	64.0	51.0	13.0	55.3846153846
506	64,62,51	64.0	62.0	51.0	64.0	51.0	13.0	50.7692307692
507	70,63,51	70.0	63.0	51.0	70.0	51.0	19.0	37.8947368421
508	62,62,50	62.0	62.0	50.0	62.0	50.0	12.0	60.0
509	127,122,101	127.0	122.0	101.0	127.0	101.0	26.0	48.4615384615
510	72,76,54	72.0	76.0	54.0	76.0	54.0	22.0	70.9090909091
511	123,121,94	123.0	121.0	94.0	123.0	94.0	29.0	55.8620689655
512	116,114,96	116.0	114.0	96.0	116.0	96.0	20.0	54.0
513	49,53,33	49.0	53.0	33.0	53.0	33.0	20.0	72.0
514	48,52,33	48.0	52.0	33.0	52.0	33.0	19.0	72.6315789474
515	78,79,62	78.0	79.0	62.0	79.0	62.0	17.0	63.5294117647
516	37,76,59	37.0	76.0	59.0	76.0	37.0	39.0	153.846153846
517	80,109,88	80.0	109.0	88.0	109.0	80.0	29.0	136.551724138
518	79,100,79	79.0	100.0	79.0	100.0	79.0	21.0	120.0
519	113,123,102	113.0	123.0	102.0	123.0	102.0	21.0	88.5714285714
520	126,127,111	126.0	127.0	111.0	127.0	111.0	16.0	63.75
521	138,153,138	138.0	153.0	138.0	153.0	138.0	15.0	120.0
522	114,123,90	114.0	123.0	90.0	123.0	90.0	33.0	76.3636363636
523	86,83,68	86.0	83.0	68.0	86.0	68.0	18.0	50.0
524	88,88,73	88.0	88.0	73.0	88.0	73.0	15.0	60.0
525	67,69,59	67.0	69.0	59.0	69.0	59.0	10.0	72.0
526	119,118,100	119.0	118.0	100.0	119.0	100.0	19.0	56.8421052632
527	80,89,68	80.0	89.0	68.0	89.0	68.0	21.0	85.7142857143
528	180,189,170	180.0	189.0	170.0	189.0	170.0	19.0	88.4210526316
529	86,85,70	86.0	85.0	70.0	86.0	70.0	16.0	56.25
530	75,69,54	75.0	69.0	54.0	75.0	54.0	21.0	42.8571428571
531	91,90,74	91.0	90.0	74.0	91.0	74.0	17.0	56.4705882353
532	91,90,73	91.0	90.0	73.0	91.0	73.0	18.0	56.6666666667
533	89,88,72	89.0	88.0	72.0	89.0	72.0	17.0	56.4705882353
534	90,89,72	90.0	89.0	72.0	90.0	72.0	18.0	56.6666666667
535	88,87,70	88.0	87.0	70.0	88.0	70.0	18.0	56.6666666667
536	77,71,56	77.0	71.0	56.0	77.0	56.0	21.0	42.8571428571
537	78,72,56	78.0	72.0	56.0	78.0	56.0	22.0	43.6363636364
538	90,88,72	90.0	88.0	72.0	90.0	72.0	18.0	53.3333333333
539	73,57,39	73.0	57.0	39.0	73.0	39.0	34.0	31.7647058824
540	170,180,163	170.0	180.0	163.0	180.0	163.0	17.0	95.2941176471
541	169,179,162	169.0	179.0	162.0	179.0	162.0	17.0	95.2941176471
542	120,126,111	120.0	126.0	111.0	126.0	111.0	15.0	84.0
543	131,138,125	131.0	138.0	125.0	138.0	125.0	13.0	92.3076923077
544	107,112,96	107.0	112.0	96.0	112.0	96.0	16.0	78.75
545	170,180,163	170.0	180.0	163.0	180.0	163.0	17.0	95.2941176471
546	121,127,113	121.0	127.0	113.0	127.0	113.0	14.0	85.7142857143
547	158,166,150	158.0	166.0	150.0	166.0	150.0	16.0	90.0
548	172,182,165	172.0	182.0	165.0	182.0	165.0	17.0	95.2941176471
549	86,86,73	86.0	86.0	73.0	86.0	73.0	13.0	60.0
550	97,104,96	97.0	104.0	96.0	104.0	96.0	8.0	112.5
551	107,115,107	107.0	115.0	107.0	115.0	107.0	8.0	120.0
552	133,142,131	133.0	142.0	131.0	142.0	131.0	11.0	109.090909091
553	171,182,166	171.0	182.0	166.0	182.0	166.0	16.0	101.25
554	179,190,173	179.0	190.0	173.0	190.0	173.0	17.0	98.8235294118
555	179,190,173	179.0	190.0	173.0	190.0	173.0	17.0	98.8235294118
556	178,189,171	178.0	189.0	171.0	189.0	171.0	18.0	96.6666666667
557	182,194,176	182.0	194.0	176.0	194.0	176.0	18.0	100.0
558	180,192,175	180.0	192.0	175.0	192.0	175.0	17.0	102.352941176
559	173,185,169	173.0	185.0	169.0	185.0	169.0	16.0	105.0
560	166,177,161	166.0	177.0	161.0	177.0	161.0	16.0	101.25
561	164,174,158	164.0	174.0	158.0	174.0	158.0	16.0	97.5
562	163,174,159	163.0	174.0	159.0	174.0	159.0	15.0	104.0
563	163,173,158	163.0	173.0	158.0	173.0	158.0	15.0	100.0
564	160,171,157	160.0	171.0	157.0	171.0	157.0	14.0	107.142857143
565	162,172,157	162.0	172.0	157.0	172.0	157.0	15.0	100.0
566	118,127,116	118.0	127.0	116.0	127.0	116.0	11.0	109.090909091
567	161,172,157	161.0	172.0	157.0	172.0	157.0	15.0	104.0
568	161,172,157	161.0	172.0	157.0	172.0	157.0	15.0	104.0
569	161,172,158	161.0	172.0	158.0	172.0	158.0	14.0	107.142857143
570	161,173,158	161.0	173.0	158.0	173.0	158.0	15.0	108.0
571	162,173,158	162.0	173.0	158.0	173.0	158.0	15.0	104.0
572	162,173,158	162.0	173.0	158.0	173.0	158.0	15.0	104.0
573	123,121,101	123.0	121.0	101.0	123.0	101.0	22.0	54.5454545455
574	81,81,66	81.0	81.0	66.0	81.0	66.0	15.0	60.0
575	119,115,97	119.0	115.0	97.0	119.0	97.0	22.0	49.0909090909
576	81,81,66	81.0	81.0	66.0	81.0	66.0	15.0	60.0
577	121,117,98	121.0	117.0	98.0	121.0	98.0	23.0	49.5652173913
578	81,76,63	81.0	76.0	63.0	81.0	63.0	18.0	43.3333333333
579	83,81,67	83.0	81.0	67.0	83.0	67.0	16.0	52.5
580	84,83,67	84.0	83.0	67.0	84.0	67.0	17.0	56.4705882353
581	81,75,62	81.0	75.0	62.0	81.0	62.0	19.0	41.0526315789
582	114,111,95	114.0	111.0	95.0	114.0	95.0	19.0	50.5263157895
583	114,111,94	114.0	111.0	94.0	114.0	94.0	20.0	51.0
584	81,74,62	81.0	74.0	62.0	81.0	62.0	19.0	37.8947368421
585	80,73,62	80.0	73.0	62.0	80.0	62.0	18.0	36.6666666667
586	71,66,51	71.0	66.0	51.0	71.0	51.0	20.0	45.0
587	117,113,94	117.0	113.0	94.0	117.0	94.0	23.0	49.5652173913
588	117,113,94	117.0	113.0	94.0	117.0	94.0	23.0	49.5652173913
589	88,81,66	88.0	81.0	66.0	88.0	66.0	22.0	40.9090909091
590	122,127,115	122.0	127.0	115.0	127.0	115.0	12.0	85.0
591	70,97,52	70.0	97.0	52.0	97.0	52.0	45.0	96.0
592	67,79,63	67.0	79.0	63.0	79.0	63.0	16.0	105.0
593	1,1,1	1.0	1.0	1.0	1.0	1.0	0.0	0.0
594	0,0,0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
595	8,7,7	8.0	7.0	7.0	8.0	7.0	1.0	0.0
596	9,10,10	9.0	10.0	10.0	10.0	9.0	1.0	180.0
597	13,14,12	13.0	14.0	12.0	14.0	12.0	2.0	90.0
598	17,20,18	17.0	20.0	18.0	20.0	17.0	3.0	140.0
599	10,9,9	10.0	9.0	9.0	10.0	9.0	1.0	0.0
